Data Medicao;Hora Medicao;precipitation;temperature;humidity;wind;
2019-11-03;2200;0;23.2;82;4.1;
2019-11-03;2300;0;22.7;85;3.7;
2019-11-04;0000;0;22.3;89;4.8;
2019-11-04;0100;0;22.1;90;3.7;
2019-11-04;0200;0;22;91;2.7;
2019-11-04;0300;0;22.4;88;2;
2019-11-04;0400;0;22.4;87;1.7;
2019-11-04;0500;0;22.5;84;2.2;
2019-11-04;0600;0;22.5;81;2.2;
2019-11-04;0700;0;22.4;84;1.9;
2019-11-04;0800;0;22.3;88;2.5;
2019-11-04;0900;0;22.1;89;2.6;
2019-11-04;1000;0;22.5;89;2.7;
2019-11-04;1100;0;21.6;93;2.8;
2019-11-04;1200;0;21.9;93;4.6;
2019-11-04;1300;0;22.8;89;3.7;
2019-11-04;1400;0;24.3;83;2.8;
2019-11-04;1500;0;25.2;78;2.3;
2019-11-04;1600;0;26.9;69;2.2;
2019-11-04;1700;0;28.1;64;1.3;
2019-11-04;1800;0;29.2;60;3.5;
2019-11-04;1900;0;28.2;59;2.4;
2019-11-04;2000;0;27.7;64;2.7;
2019-11-04;2100;0;26.4;70;1.8;
2019-11-04;2200;0;25.7;73;.9;
2019-11-04;2300;0;25.4;74;1.4;
2019-11-05;0000;0;25.1;75;2.7;
2019-11-05;0100;0;25.2;70;3.1;
2019-11-05;0200;0;25.1;71;2.8;
2019-11-05;0300;0;25.2;71;3;
2019-11-05;0400;0;24.6;75;1.6;
2019-11-05;0500;0;23.6;79;1.7;
2019-11-05;0600;0;22.9;83;1.7;
2019-11-05;0700;0;23.1;84;3.5;
2019-11-05;0800;0;22.6;83;4.2;
2019-11-05;0900;0;22.2;86;4.5;
2019-11-05;1000;0;22;88;4.6;
2019-11-05;1100;0;21.9;89;4.3;
2019-11-05;1200;0;22.1;89;3.6;
2019-11-05;1300;0;23.8;84;2.7;
2019-11-05;1400;0;24.4;77;3.2;
2019-11-05;1500;0;25.1;75;2.1;
2019-11-05;1600;0;27.7;66;2.8;
2019-11-05;1700;0;27.6;65;2.5;
2019-11-05;1800;0;28.5;62;3.2;
2019-11-05;1900;0;28.1;61;2.7;
2019-11-05;2000;0;27.8;64;1.5;
2019-11-05;2100;0;26.7;67;1.3;
2019-11-05;2200;0;25.9;72;.8;
2019-11-05;2300;0;25.7;71;1.2;
2019-11-06;0000;0;25.6;69;2.1;
2019-11-06;0100;0;25.3;71;2;
2019-11-06;0200;0;25.5;69;2;
2019-11-06;0300;0;25.2;70;1.6;
2019-11-06;0400;0;25.1;71;1.6;
2019-11-06;0500;0;24.8;72;1.8;
2019-11-06;0600;0;24.2;75;1;
2019-11-06;0700;0;24.4;73;1.5;
2019-11-06;0800;0;24.3;73;1.3;
2019-11-06;0900;0;23.9;76;2.1;
2019-11-06;1000;0;24.2;75;2.8;
2019-11-06;1100;0;22.6;86;4.3;
2019-11-06;1200;0;23.9;82;4.3;
2019-11-06;1300;0;25.8;76;4.1;
2019-11-06;1400;0;26.5;75;3.4;
2019-11-06;1500;0;27.4;70;3.8;
2019-11-06;1600;0;27.6;71;5;
2019-11-06;1700;0;26.6;72;3.7;
2019-11-06;1800;0;27.2;70;1.8;
2019-11-06;1900;0;26.6;71;1.7;
2019-11-06;2000;0;26.7;72;1.4;
2019-11-06;2100;0;25.8;75;.6;
2019-11-06;2200;0;25.6;76;1.4;
2019-11-06;2300;.2;23.5;87;2.4;
2019-11-07;0000;0;23.8;85;1.9;
2019-11-07;0100;0;23;89;.9;
2019-11-07;0200;0;23;87;1.3;
2019-11-07;0300;0;23;85;1.3;
2019-11-07;0400;0;23;87;2.1;
2019-11-07;0500;0;22.3;91;1.7;
2019-11-07;0600;0;22.1;93;1.2;
2019-11-07;0700;0;22.3;92;1.9;
2019-11-07;0800;0;22.3;90;2.9;
2019-11-07;0900;0;22.3;89;2.3;
2019-11-07;1000;0;23.2;83;2;
2019-11-07;1100;0;24.9;74;1.2;
2019-11-07;1200;0;25.2;74;2.8;
2019-11-07;1300;0;24;80;3.2;
2019-11-07;1400;0;26;74;2.3;
2019-11-07;1500;0;28.1;66;2.2;
2019-11-07;1600;0;28.3;65;3.4;
2019-11-07;1700;0;29.2;62;2.9;
2019-11-07;1800;0;28.6;63;2.7;
2019-11-07;1900;0;27.8;65;1.3;
2019-11-07;2000;0;27.3;65;1.9;
2019-11-07;2100;0;26.1;72;1.9;
2019-11-07;2200;0;25.9;75;1.9;
2019-11-07;2300;0;25.2;77;1.8;
2019-11-08;0000;0;25;77;1.6;
2019-11-08;0100;0;25.1;76;.9;
2019-11-08;0200;0;24.7;80;1.2;
2019-11-08;0300;0;24.7;79;.5;
2019-11-08;0400;0;24.3;79;.6;
2019-11-08;0500;0;24.1;81;2.1;
2019-11-08;0600;0;24;82;1.7;
2019-11-08;0700;0;24;83;1.6;
2019-11-08;0800;0;23.7;84;2.5;
2019-11-08;0900;0;23.5;85;2.6;
2019-11-08;1000;0;23.5;86;2.7;
2019-11-08;1100;0;25.8;77;1.6;
2019-11-08;1200;0;26.8;73;2.8;
2019-11-08;1300;0;27.4;69;3.3;
2019-11-08;1400;0;26.5;77;4.7;
2019-11-08;1500;0;27.8;70;3.3;
2019-11-08;1600;0;28.7;67;4.5;
2019-11-08;1700;0;26.8;72;4.2;
2019-11-08;1800;0;25.5;80;1.7;
2019-11-08;1900;0;25.2;81;2.8;
2019-11-08;2000;0;24.9;82;3.9;
2019-11-08;2100;8.2;20.3;90;7;
2019-11-08;2200;.4;20.1;89;4.6;
2019-11-08;2300;1.6;19.8;91;5.8;
2019-11-09;0000;0;20.3;82;3.2;
2019-11-09;0100;0;21.5;74;3.1;
2019-11-09;0200;0;22.2;74;1.2;
2019-11-09;0300;0;22.1;73;2;
2019-11-09;0400;0;22.7;79;.6;
2019-11-09;0500;0;23;81;.8;
2019-11-09;0600;0;22.9;82;1.2;
2019-11-09;0700;0;22.7;83;2.2;
2019-11-09;0800;0;22.2;84;2;
2019-11-09;0900;0;22;85;2.1;
2019-11-09;1000;0;22.1;85;2;
2019-11-09;1100;0;22.4;83;2.6;
2019-11-09;1200;0;22.6;84;2.6;
2019-11-09;1300;0;23.8;78;2.8;
2019-11-09;1400;0;23.9;82;2.8;
2019-11-09;1500;0;25.5;80;3.4;
2019-11-09;1600;0;26.3;75;3;
2019-11-09;1700;0;26.2;75;3.9;
2019-11-09;1800;3;24.8;89;2.5;
2019-11-09;1900;0;24.8;80;2.5;
2019-11-09;2000;0;24.5;78;1.6;
2019-11-09;2100;0;24;80;1.3;
2019-11-09;2200;0;24.2;80;.3;
2019-11-09;2300;0;24.1;82;.7;
2019-11-10;0000;0;23.9;82;2.1;
2019-11-10;0100;0;23.9;79;2.1;
2019-11-10;0200;0;23.5;82;1.6;
2019-11-10;0300;0;23.6;79;1.7;
2019-11-10;0400;0;23.5;81;4;
2019-11-10;0500;0;23;84;2.2;
2019-11-10;0600;0;22.7;86;2.5;
2019-11-10;0700;0;22.6;87;1.2;
2019-11-10;0800;0;22.7;86;2.1;
2019-11-10;0900;0;22.9;77;2.3;
2019-11-10;1000;0;23.5;81;2.2;
2019-11-10;1100;0;24;78;2.6;
2019-11-10;1200;0;24.7;80;2.8;
2019-11-10;1300;0;23;86;3.3;
2019-11-10;1400;0;23.7;87;2.1;
2019-11-10;1500;0;26.1;80;3.3;
2019-11-10;1600;0;27.1;71;2.3;
2019-11-10;1700;0;27.3;69;2.3;
2019-11-10;1800;0;27.3;71;2.1;
2019-11-10;1900;0;26.1;76;2.3;
2019-11-10;2000;0;25.6;78;2;
2019-11-10;2100;0;25.1;80;1.7;
2019-11-10;2200;0;24.8;80;2.2;
2019-11-10;2300;0;24.5;79;3.5;
2019-11-11;0000;0;23.9;84;1.9;
2019-11-11;0100;0;23.6;86;2.5;
2019-11-11;0200;0;23.8;81;1.4;
2019-11-11;0300;0;23.9;81;1.4;
2019-11-11;0400;0;23.7;82;1.1;
2019-11-11;0500;0;23.6;81;1.1;
2019-11-11;0600;0;23.3;82;1.4;
2019-11-11;0700;0;23.1;83;1.3;
2019-11-11;0800;0;23.1;84;1.3;
2019-11-11;0900;0;22.9;85;1.5;
2019-11-11;1000;0;23.4;83;3.3;
2019-11-11;1100;0;25.1;75;2.1;
2019-11-11;1200;0;26.1;70;2.7;
2019-11-11;1300;0;27;68;3.7;
2019-11-11;1400;;;;;
2019-11-11;1500;;;;;
2019-11-11;1600;0;29.1;67;3.1;
2019-11-11;1700;0;28.3;67;4.2;
2019-11-11;1800;0;27.5;68;2.1;
2019-11-11;1900;0;27.1;71;1.4;
2019-11-11;2000;0;27.8;68;2;
2019-11-11;2100;0;26.3;73;1.4;
2019-11-11;2200;0;25.8;73;2.4;
2019-11-11;2300;0;25.5;75;2.5;
2019-11-12;0000;0;25.1;76;2;
2019-11-12;0100;0;24.9;77;2.2;
2019-11-12;0200;0;24.9;78;1.9;
2019-11-12;0300;0;24.4;80;1.9;
2019-11-12;0400;0;24.2;81;2.5;
2019-11-12;0500;0;23.7;83;2.3;
2019-11-12;0600;0;23.4;85;2.1;
2019-11-12;0700;0;23.5;85;2.7;
2019-11-12;0800;0;23.6;83;2.4;
2019-11-12;0900;0;23.7;81;3.5;
2019-11-12;1000;0;23.6;82;3;
2019-11-12;1100;0;24.4;80;4;
2019-11-12;1200;0;22.8;92;4.5;
2019-11-12;1300;0;23.8;88;3.7;
2019-11-12;1400;0;25.3;80;3.7;
2019-11-12;1500;0;26.5;73;3.1;
2019-11-12;1600;0;28.1;69;3.4;
2019-11-12;1700;0;26.1;77;3.5;
2019-11-12;1800;0;25.7;80;3.2;
2019-11-12;1900;0;25.1;82;1.9;
2019-11-12;2000;0;25.3;79;1.5;
2019-11-12;2100;0;24.8;82;.8;
2019-11-12;2200;0;24.6;83;1.2;
2019-11-12;2300;0;24.4;83;1.5;
2019-11-13;0000;0;23.4;87;2.4;
2019-11-13;0100;0;23.3;86;2.2;
2019-11-13;0200;0;23.2;83;1.1;
2019-11-13;0300;0;24;79;2.1;
2019-11-13;0400;0;23.6;82;2.5;
2019-11-13;0500;0;22.7;87;2.4;
2019-11-13;0600;0;22.7;89;2.8;
2019-11-13;0700;0;22.7;90;3.8;
2019-11-13;0800;0;22.6;90;4;
2019-11-13;0900;0;21.8;94;5.8;
2019-11-13;1000;0;22;95;5.2;
2019-11-13;1100;0;22;95;4.5;
2019-11-13;1200;0;21.8;95;3.7;
2019-11-13;1300;0;22.2;95;3.2;
2019-11-13;1400;4.2;23;95;2.1;
2019-11-13;1500;0;26.3;81;1.8;
2019-11-13;1600;0;26.6;77;2.9;
2019-11-13;1700;0;28.1;70;2.1;
2019-11-13;1800;0;26.4;75;2.4;
2019-11-13;1900;0;26.9;70;1.7;
2019-11-13;2000;0;26.2;72;2;
2019-11-13;2100;0;25.4;75;1.8;
2019-11-13;2200;0;25;78;2.4;
2019-11-13;2300;0;24.6;81;2;
2019-11-14;0000;0;24.5;74;2.4;
2019-11-14;0100;0;24.6;73;1.8;
2019-11-14;0200;0;24.5;77;3.2;
2019-11-14;0300;0;24.1;78;1.1;
2019-11-14;0400;0;24;79;1.5;
2019-11-14;0500;0;23.5;81;1.7;
2019-11-14;0600;0;23.3;84;1.6;
2019-11-14;0700;0;23.3;83;1.7;
2019-11-14;0800;0;23.3;83;1.7;
2019-11-14;0900;0;22.9;86;2.7;
2019-11-14;1000;0;22.5;90;3.1;
2019-11-14;1100;0;22;94;4;
2019-11-14;1200;0;22.1;93;5.3;
2019-11-14;1300;0;22.5;91;2.3;
2019-11-14;1400;0;25.3;80;3.4;
2019-11-14;1500;0;26.4;73;3.6;
2019-11-14;1600;0;27.7;68;3.4;
2019-11-14;1700;0;29.2;63;2.9;
2019-11-14;1800;0;29;63;2.5;
2019-11-14;1900;0;28.7;64;3.1;
2019-11-14;2000;0;27;71;2.5;
2019-11-14;2100;0;25.8;76;1.8;
2019-11-14;2200;0;25.3;77;1.6;
2019-11-14;2300;0;25.1;77;1.8;
2019-11-15;0000;0;24.8;79;1.8;
2019-11-15;0100;0;24.6;81;1.8;
2019-11-15;0200;0;24.4;81;1.8;
2019-11-15;0300;0;24.2;80;1.6;
2019-11-15;0400;0;24;82;1.8;
2019-11-15;0500;0;23.6;84;1.8;
2019-11-15;0600;0;23.5;84;2.1;
2019-11-15;0700;0;23.5;84;1.9;
2019-11-15;0800;0;23.6;83;1.7;
2019-11-15;0900;0;23.7;83;1.5;
2019-11-15;1000;0;24.3;81;1.4;
2019-11-15;1100;0;24.4;82;2.4;
2019-11-15;1200;0;23.1;89;4.6;
2019-11-15;1300;0;24.6;83;2.7;
2019-11-15;1400;0;26;74;2.5;
2019-11-15;1500;0;28.8;65;2.4;
2019-11-15;1600;0;30.3;51;2.5;
2019-11-15;1700;0;29.7;54;2.5;
2019-11-15;1800;;;;;
2019-11-15;1900;;;;;
2019-11-15;2000;;;;;
2019-11-15;2100;;;;;
2019-11-15;2200;;;;;
2019-11-15;2300;;;;;
2019-11-16;0000;;;;;
2019-11-16;0100;;;;;
2019-11-16;0200;;;;;
2019-11-16;0300;;;;;
2019-11-16;0400;;;;;
2019-11-16;0500;;;;;
2019-11-16;0600;;;;;
2019-11-16;0700;;;;;
2019-11-16;0800;;;;;
2019-11-16;0900;;;;;
2019-11-16;1000;;;;;
2019-11-16;1100;;;;;
2019-11-16;1200;;;;;
2019-11-16;1300;;;;;
2019-11-16;1400;;;;;
2019-11-16;1500;;;;;
2019-11-16;1600;;;;;
2019-11-16;1700;;;;;
2019-11-16;1800;;;;;
2019-11-16;1900;;;;;
2019-11-16;2000;;;;;
2019-11-16;2100;;;;;
2019-11-16;2200;;;;;
2019-11-16;2300;;;;;
2019-11-17;0000;;;;;
2019-11-17;0100;;;;;
2019-11-17;0200;;;;;
2019-11-17;0300;;;;;
2019-11-17;0400;;;;;
2019-11-17;0500;;;;;
2019-11-17;0600;;;;;
2019-11-17;0700;;;;;
2019-11-17;0800;;;;;
2019-11-17;0900;;;;;
2019-11-17;1000;;;;;
2019-11-17;1100;;;;;
2019-11-17;1200;;;;;
2019-11-17;1300;;;;;
2019-11-17;1400;;;;;
2019-11-17;1500;;;;;
2019-11-17;1600;;;;;
2019-11-17;1700;;;;;
2019-11-17;1800;;;;;
2019-11-17;1900;;;;;
2019-11-17;2000;;;;;
2019-11-17;2100;;;;;
2019-11-17;2200;;;;;
2019-11-17;2300;;;;;
2019-11-18;0000;;;;;
2019-11-18;0100;;;;;
2019-11-18;0200;;;;;
2019-11-18;0300;;;;;
2019-11-18;0400;;;;;
2019-11-18;0500;;;;;
2019-11-18;0600;;;;;
2019-11-18;0700;;;;;
2019-11-18;0800;;;;;
2019-11-18;0900;;;;;
2019-11-18;1000;;;;;
2019-11-18;1100;;;;;
2019-11-18;1200;;;;;
2019-11-18;1300;;;;;
2019-11-18;1400;;;;;
2019-11-18;1500;;;;;
2019-11-18;1600;;;;;
2019-11-18;1700;;;;;
2019-11-18;1800;;;;;
2019-11-18;1900;;;;;
2019-11-18;2000;;;;;
2019-11-18;2100;;;;;
2019-11-18;2200;;;;;
2019-11-18;2300;;;;;
2019-11-19;0000;;;;;
2019-11-19;0100;;;;;
2019-11-19;0200;;;;;
2019-11-19;0300;;;;;
2019-11-19;0400;;;;;
2019-11-19;0500;;;;;
2019-11-19;0600;;;;;
2019-11-19;0700;;;;;
2019-11-19;0800;;;;;
2019-11-19;0900;;;;;
2019-11-19;1000;;;;;
2019-11-19;1100;;;;;
2019-11-19;1200;;;;;
2019-11-19;1300;;;;;
2019-11-19;1400;;;;;
2019-11-19;1500;;;;;
2019-11-19;1600;;;;;
2019-11-19;1700;;;;;
2019-11-19;1800;;;;;
2019-11-19;1900;;;;;
2019-11-19;2000;;;;;
2019-11-19;2100;;;;;
2019-11-19;2200;;;;;
2019-11-19;2300;;;;;
2019-11-20;0000;;;;;
2019-11-20;0100;;;;;
2019-11-20;0200;;;;;
2019-11-20;0300;;;;;
2019-11-20;0400;;;;;
2019-11-20;0500;;;;;
2019-11-20;0600;;;;;
2019-11-20;0700;;;;;
2019-11-20;0800;;;;;
2019-11-20;0900;;;;;
2019-11-20;1000;;;;;
2019-11-20;1100;;;;;
2019-11-20;1200;;;;;
2019-11-20;1300;;;;;
2019-11-20;1400;;;;;
2019-11-20;1500;;;;;
2019-11-20;1600;;;;;
2019-11-20;1700;;;;;
2019-11-20;1800;;;;;
2019-11-20;1900;;;;;
2019-11-20;2000;;;;;
2019-11-20;2100;;;;;
2019-11-20;2200;;;;;
2019-11-20;2300;;;;;
2019-11-21;0000;;;;;
2019-11-21;0100;;;;;
2019-11-21;0200;;;;;
2019-11-21;0300;;;;;
2019-11-21;0400;;;;;
2019-11-21;0500;;;;;
2019-11-21;0600;;;;;
2019-11-21;0700;;;;;
2019-11-21;0800;;;;;
2019-11-21;0900;;;;;
2019-11-21;1000;;;;;
2019-11-21;1100;;;;;
2019-11-21;1200;;;;;
2019-11-21;1300;;;;;
2019-11-21;1400;;;;;
2019-11-21;1500;;;;;
2019-11-21;1600;;;;;
2019-11-21;1700;;;;;
2019-11-21;1800;;;;;
2019-11-21;1900;;;;;
2019-11-21;2000;;;;;
2019-11-21;2100;;;;;
2019-11-21;2200;;;;;
2019-11-21;2300;;;;;
2019-11-22;0000;;;;;
2019-11-22;0100;;;;;
2019-11-22;0200;;;;;
2019-11-22;0300;;;;;
2019-11-22;0400;;;;;
2019-11-22;0500;;;;;
2019-11-22;0600;;;;;
2019-11-22;0700;;;;;
2019-11-22;0800;;;;;
2019-11-22;0900;;;;;
2019-11-22;1000;;;;;
2019-11-22;1100;;;;;
2019-11-22;1200;;;;;
2019-11-22;1300;;;;;
2019-11-22;1400;;;;;
2019-11-22;1500;;;;;
2019-11-22;1600;;;;;
2019-11-22;1700;;;;;
2019-11-22;1800;;;;;
2019-11-22;1900;;;;;
2019-11-22;2000;;;;;
2019-11-22;2100;;;;;
2019-11-22;2200;;;;;
2019-11-22;2300;;;;;
2019-11-23;0000;;;;;
2019-11-23;0100;;;;;
2019-11-23;0200;;;;;
2019-11-23;0300;;;;;
2019-11-23;0400;;;;;
2019-11-23;0500;;;;;
2019-11-23;0600;;;;;
2019-11-23;0700;;;;;
2019-11-23;0800;;;;;
2019-11-23;0900;;;;;
2019-11-23;1000;;;;;
2019-11-23;1100;;;;;
2019-11-23;1200;;;;;
2019-11-23;1300;;;;;
2019-11-23;1400;;;;;
2019-11-23;1500;;;;;
2019-11-23;1600;;;;;
2019-11-23;1700;;;;;
2019-11-23;1800;;;;;
2019-11-23;1900;;;;;
2019-11-23;2000;;;;;
2019-11-23;2100;;;;;
2019-11-23;2200;;;;;
2019-11-23;2300;;;;;
2019-11-24;0000;;;;;
2019-11-24;0100;;;;;
2019-11-24;0200;;;;;
2019-11-24;0300;;;;;
2019-11-24;0400;;;;;
2019-11-24;0500;;;;;
2019-11-24;0600;;;;;
2019-11-24;0700;;;;;
2019-11-24;0800;;;;;
2019-11-24;0900;;;;;
2019-11-24;1000;;;;;
2019-11-24;1100;;;;;
2019-11-24;1200;;;;;
2019-11-24;1300;;;;;
2019-11-24;1400;;;;;
2019-11-24;1500;;;;;
2019-11-24;1600;;;;;
2019-11-24;1700;;;;;
2019-11-24;1800;;;;;
2019-11-24;1900;;;;;
2019-11-24;2000;;;;;
2019-11-24;2100;;;;;
2019-11-24;2200;;;;;
2019-11-24;2300;;;;;
2019-11-25;0000;;;;;
2019-11-25;0100;;;;;
2019-11-25;0200;;;;;
2019-11-25;0300;;;;;
2019-11-25;0400;;;;;
2019-11-25;0500;;;;;
2019-11-25;0600;;;;;
2019-11-25;0700;;;;;
2019-11-25;0800;;;;;
2019-11-25;0900;;;;;
2019-11-25;1000;;;;;
2019-11-25;1100;;;;;
2019-11-25;1200;;;;;
2019-11-25;1300;;;;;
2019-11-25;1400;;;;;
2019-11-25;1500;;;;;
2019-11-25;1600;;;;;
2019-11-25;1700;;;;;
2019-11-25;1800;;;;;
2019-11-25;1900;;;;;
2019-11-25;2000;;;;;
2019-11-25;2100;;;;;
2019-11-25;2200;;;;;
2019-11-25;2300;;;;;
2019-11-26;0000;;;;;
2019-11-26;0100;;;;;
2019-11-26;0200;;;;;
2019-11-26;0300;;;;;
2019-11-26;0400;;;;;
2019-11-26;0500;;;;;
2019-11-26;0600;;;;;
2019-11-26;0700;;;;;
2019-11-26;0800;;;;;
2019-11-26;0900;;;;;
2019-11-26;1000;;;;;
2019-11-26;1100;;;;;
2019-11-26;1200;;;;;
2019-11-26;1300;;;;;
2019-11-26;1400;;;;;
2019-11-26;1500;;;;;
2019-11-26;1600;;;;;
2019-11-26;1700;;;;;
2019-11-26;1800;;;;;
2019-11-26;1900;;;;;
2019-11-26;2000;;;;;
2019-11-26;2100;;;;;
2019-11-26;2200;;;;;
2019-11-26;2300;;;;;
2019-11-27;0000;;;;;
2019-11-27;0100;;;;;
2019-11-27;0200;;;;;
2019-11-27;0300;;;;;
2019-11-27;0400;;;;;
2019-11-27;0500;;;;;
2019-11-27;0600;;;;;
2019-11-27;0700;;;;;
2019-11-27;0800;;;;;
2019-11-27;0900;;;;;
2019-11-27;1000;;;;;
2019-11-27;1100;;;;;
2019-11-27;1200;;;;;
2019-11-27;1300;;;;;
2019-11-27;1400;;;;;
2019-11-27;1500;;;;;
2019-11-27;1600;;;;;
2019-11-27;1700;;;;;
2019-11-27;1800;;;;;
2019-11-27;1900;;;;;
2019-11-27;2000;;;;;
2019-11-27;2100;;;;;
2019-11-27;2200;;;;;
2019-11-27;2300;;;;;
2019-11-28;0000;;;;;
2019-11-28;0100;;;;;
2019-11-28;0200;;;;;
2019-11-28;0300;;;;;
2019-11-28;0400;;;;;
2019-11-28;0500;;;;;
2019-11-28;0600;;;;;
2019-11-28;0700;;;;;
2019-11-28;0800;;;;;
2019-11-28;0900;;;;;
2019-11-28;1000;;;;;
2019-11-28;1100;;;;;
2019-11-28;1200;;;;;
2019-11-28;1300;;;;;
2019-11-28;1400;;;;;
2019-11-28;1500;;;;;
2019-11-28;1600;;;;;
2019-11-28;1700;;;;;
2019-11-28;1800;;;;;
2019-11-28;1900;;;;;
2019-11-28;2000;;;;;
2019-11-28;2100;;;;;
2019-11-28;2200;;;;;
2019-11-28;2300;;;;;
2019-11-29;0000;;;;;
2019-11-29;0100;;;;;
2019-11-29;0200;;;;;
2019-11-29;0300;;;;;
2019-11-29;0400;;;;;
2019-11-29;0500;;;;;
2019-11-29;0600;;;;;
2019-11-29;0700;;;;;
2019-11-29;0800;;;;;
2019-11-29;0900;;;;;
2019-11-29;1000;;;;;
2019-11-29;1100;;;;;
2019-11-29;1200;;;;;
2019-11-29;1300;;;;;
2019-11-29;1400;;;;;
2019-11-29;1500;;;;;
2019-11-29;1600;;;;;
2019-11-29;1700;;;;;
2019-11-29;1800;;;;;
2019-11-29;1900;;;;;
2019-11-29;2000;;;;;
2019-11-29;2100;;;;;
2019-11-29;2200;;;;;
2019-11-29;2300;;;;;
2019-11-30;0000;;;;;
2019-11-30;0100;;;;;
2019-11-30;0200;;;;;
2019-11-30;0300;;;;;
2019-11-30;0400;;;;;
2019-11-30;0500;;;;;
2019-11-30;0600;;;;;
2019-11-30;0700;;;;;
2019-11-30;0800;;;;;
2019-11-30;0900;;;;;
2019-11-30;1000;;;;;
2019-11-30;1100;;;;;
2019-11-30;1200;;;;;
2019-11-30;1300;;;;;
2019-11-30;1400;;;;;
2019-11-30;1500;;;;;
2019-11-30;1600;;;;;
2019-11-30;1700;;;;;
2019-11-30;1800;;;;;
2019-11-30;1900;;;;;
2019-11-30;2000;;;;;
2019-11-30;2100;;;;;
2019-11-30;2200;;;;;
2019-11-30;2300;;;;;
2019-12-01;0000;;;;;
2019-12-01;0100;;;;;
2019-12-01;0200;;;;;
2019-12-01;0300;;;;;
2019-12-01;0400;;;;;
2019-12-01;0500;;;;;
2019-12-01;0600;;;;;
2019-12-01;0700;;;;;
2019-12-01;0800;;;;;
2019-12-01;0900;;;;;
2019-12-01;1000;;;;;
2019-12-01;1100;;;;;
2019-12-01;1200;;;;;
2019-12-01;1300;;;;;
2019-12-01;1400;;;;;
2019-12-01;1500;;;;;
2019-12-01;1600;;;;;
2019-12-01;1700;;;;;
2019-12-01;1800;;;;;
2019-12-01;1900;;;;;
2019-12-01;2000;;;;;
2019-12-01;2100;;;;;
2019-12-01;2200;;;;;
2019-12-01;2300;;;;;
2019-12-02;0000;;;;;
2019-12-02;0100;;;;;
2019-12-02;0200;;;;;
2019-12-02;0300;;;;;
2019-12-02;0400;;;;;
2019-12-02;0500;;;;;
